gender,event,medal,athlete,abb,country,type,year
Men,400 m A1-3A9L2,Gold,ERICSSON Hakan,SWE,Sweden,Athletics,1988
Men,400 m A1-3A9L2,Silver,WESLEY Daniel,CAN,Canada,Athletics,1988
Men,400 m A1-3A9L2,Bronze,VINCE Ted,CAN,Canada,Athletics,1988
Men,400 m B3,Gold,BUTLER Simon,GBR,Great Britain,Athletics,1988
Men,400 m B3,Silver,PEGRAM Brian,USA,USA,Athletics,1988
Men,400 m B3,Bronze,WALSH Jason,AUS,Australia,Athletics,1988
Men,400 m C2,Gold,OSBORN David,USA,USA,Athletics,1988
Men,400 m C3,Gold,BONE Jamie,CAN,Canada,Athletics,1988
Men,400 m C3,Silver,RIVERA Rene,USA,USA,Athletics,1988
Men,400 m C3,Bronze,SEVERIN David,CAN,Canada,Athletics,1988
Men,400 m C4-5,Gold,EASTON Robert,CAN,Canada,Athletics,1988
Men,400 m C4-5,Silver,VENDETTI Gino,CAN,Canada,Athletics,1988
Men,400 m C4-5,Bronze,LARSON David,USA,USA,Athletics,1988
Men,400 m C6,Gold,KEAY Colin,GBR,Great Britain,Athletics,1988
Men,400 m C6,Silver,ROBERTSON Gordon,GBR,Great Britain,Athletics,1988
Men,400 m C7,Silver,HILL Bradley,AUS,Australia,Athletics,1988
Men,400 m C8,Gold,DIETZ Thomas,USA,USA,Athletics,1988
Men,400 m C8,Silver,BIANCUCCI Robert,AUS,Australia,Athletics,1988
Men,400 m 2,Gold,MARKLEIN Errol,FRG,Germany,Athletics,1988
Men,400 m 2,Silver,ESPINOSA Richard,USA,USA,Athletics,1988
Men,400 m 2,Bronze,HALLAM Chris,GBR,Great Britain,Athletics,1988
Men,400 m 3,Silver,FIGL Robert,FRG,Germany,Athletics,1988
Men,400 m 3,Bronze,LOFSTROM Lars,SWE,Sweden,Athletics,1988
Men,400 m 4,Gold,AMAROUCHE Farid,FRA,France,Athletics,1988
Men,400 m 4,Silver,KEEN Roelof,NED,Netherlands,Athletics,1988
Men,400 m 4,Bronze,KLEINHEERENBRINK Jan,NED,Netherlands,Athletics,1988
Men,400 m 5-6,Silver,ANDERSON John,USA,USA,Athletics,1988
Men,800 m 1A,Gold,OBERT Gunther,FRG,Germany,Athletics,1988
Men,800 m 1A,Silver,LUBBERING Hans,FRG,Germany,Athletics,1988
Men,800 m 1A,Bronze,KOEBERLE Heinrich,FRG,Germany,Athletics,1988
Men,800 m 1B,Gold,GEREIN Clayton,CAN,Canada,Athletics,1988
Men,800 m 1B,Bronze,MATTSSON Jan-Owe,SWE,Sweden,Athletics,1988
Men,800 m 1C,Gold,WORTHINGTON Jeff,USA,USA,Athletics,1988
Men,800 m 1C,Silver,BREWER John,USA,USA,Athletics,1988
Men,800 m 1C,Bronze,BEAUDOIN Andre,CAN,Canada,Athletics,1988
Men,800 m A6A8A9L4,Gold,MARIN Angel,ESP,Spain,Athletics,1988
Men,800 m A6A8A9L4,Bronze,ARVIER Jean-Yves,FRA,France,Athletics,1988
Men,800 m A1-3A9L2,Gold,WESTLEY Daniel,CAN,Canada,Athletics,1988
Men,800 m A1-3A9L2,Silver,ERICSSON Hakan,SWE,Sweden,Athletics,1988
Men,800 m A1-3A9L2,Bronze,ORR Kevin,USA,USA,Athletics,1988
Men,800 m B1,Gold,MATTHEWS Robert,GBR,Great Britain,Athletics,1988
Men,800 m B1,Bronze,MYETTE Keith,CAN,Canada,Athletics,1988
Men,800 m B2,Gold,THATCHER Noel,GBR,Great Britain,Athletics,1988
Men,800 m B2,Bronze,PAVON Michel,FRA,France,Athletics,1988
Men,800 m B3,Gold,HAMILTON Anthony,GBR,Great Britain,Athletics,1988
Men,800 m B3,Bronze,BRANCH Tyrone,USA,USA,Athletics,1988
Men,800 m C2,Gold,OSBORN David,USA,USA,Athletics,1988
Men,800 m C2,Bronze,THOMAS Ken,CAN,Canada,Athletics,1988
Men,800 m C7,Bronze,MEARNS Robert,CAN,Canada,Athletics,1988
Men,800 m C8,Gold,BIANCUCCI Robert,AUS,Australia,Athletics,1988
Men,800 m C8,Silver,PITTMAN Keith,USA,USA,Athletics,1988
Men,800 m C8,Bronze,SALMERON Javier,ESP,Spain,Athletics,1988
Men,800 m 2,Gold,CLARK Paul,CAN,Canada,Athletics,1988
Men,800 m 2,Bronze,PETERSEN Wolfgang,FRG,Germany,Athletics,1988
Men,800 m 3,Silver,LOFSTROM Lars,SWE,Sweden,Athletics,1988
Men,800 m 3,Bronze,VIGER Andre,CAN,Canada,Athletics,1988
Men,800 m 4,Gold,IBARRA Rafael,USA,USA,Athletics,1988
Men,800 m 4,Silver,AMAROUCHE Farid,FRA,France,Athletics,1988
Men,800 m 5-6,Silver,ANDERSON John,USA,USA,Athletics,1988
Men,800 m 5-6,Bronze,ADAMS Jeff,CAN,Canada,Athletics,1988
Men,1500 m 1A,Gold,KOEBERLE Heinrich,FRG,Germany,Athletics,1988
Men,1500 m 1A,Silver,OBERT Gunther,FRG,Germany,Athletics,1988
Men,1500 m 1A,Bronze,DODSON Bart,USA,USA,Athletics,1988
Men,1500 m 1B,Gold,RAYMOND Serge,CAN,Canada,Athletics,1988
Men,1500 m 1B,Silver,GEREIN Clayton,CAN,Canada,Athletics,1988
Men,1500 m 1C,Gold,WORTHINGTON Jeff,USA,USA,Athletics,1988
Men,1500 m 1C,Silver,BREWER John,USA,USA,Athletics,1988
Men,1500 m 1C,Bronze,DUFTY Alan,AUS,Australia,Athletics,1988
Men,1500 m A6A8A9L4,Gold,MARIN Angel,ESP,Spain,Athletics,1988
Men,1500 m A1-3A9L2,Gold,BADID Mustapha,FRA,France,Athletics,1988
Men,1500 m A1-3A9L2,Silver,WESTLEY Daniel,CAN,Canada,Athletics,1988
Men,1500 m A1-3A9L2,Bronze,COUPRIE Philippe,FRA,France,Athletics,1988
Men,1500 m B1,Gold,MATTHEWS Robert,GBR,Great Britain,Athletics,1988
Men,1500 m B2,Gold,RUIZ Mariano,ESP,Spain,Athletics,1988
Men,1500 m B2,Silver,THATCHER Noel,GBR,Great Britain,Athletics,1988
Men,1500 m B2,Bronze,PAVON Michel,FRA,France,Athletics,1988
Men,1500 m B3,Gold,HAMILTON Anthony,GBR,Great Britain,Athletics,1988
Men,1500 m B3,Bronze,BRANCH Tyrone,USA,USA,Athletics,1988
Men,1500 m C7,Bronze,MEARNS Robert,CAN,Canada,Athletics,1988
Men,1500 m C8,Bronze,SYNDERCOMBE Stephen,GBR,Great Britain,Athletics,1988
Men,1500 m 2,Silver,CLARK Paul,CAN,Canada,Athletics,1988
Men,1500 m 2,Bronze,PETERSEN Wolfgang,FRG,Germany,Athletics,1988
Men,1500 m 3,Gold,LOFSTROM Lars,SWE,Sweden,Athletics,1988
Men,1500 m 3,Bronze,GOLOMBEK Gregor,FRG,Germany,Athletics,1988
Men,1500 m 4,Gold,AMAROUCHE Farid,FRA,France,Athletics,1988
Men,1500 m 4,Silver,POITEVIN Jean Francois,FRA,France,Athletics,1988
Men,1500 m 4,Bronze,COURTNEY Robert,USA,USA,Athletics,1988
Men,1500 m 5-6,Silver,ANDERSON John,USA,USA,Athletics,1988
Men,1500 m 5-6,Bronze,ADAMS Jeff,CAN,Canada,Athletics,1988
Men,5000 m 1A,Gold,KOEBERLE Heinrich,FRG,Germany,Athletics,1988
Men,5000 m 1A,Silver,LUBBERING Hans,FRG,Germany,Athletics,1988
Men,5000 m 1A,Bronze,OBERT Gunther,FRG,Germany,Athletics,1988
Men,5000 m 1B,Gold,GEREIN Clayton,CAN,Canada,Athletics,1988
Men,5000 m 1B,Silver,MATTSSON Jan-Owe,SWE,Sweden,Athletics,1988
Men,5000 m 1C,Gold,WORTHINGTON Jeff,USA,USA,Athletics,1988
Men,5000 m 1C,Silver,KASTNER Johann,FRG,Germany,Athletics,1988
Men,5000 m A6A8A9L4,Gold,MARIN Angel,ESP,Spain,Athletics,1988
Men,5000 m A1-3A9L2,Gold,BADID Mustapha,FRA,France,Athletics,1988
Men,5000 m A1-3A9L2,Silver,WESTLEY Daniel,CAN,Canada,Athletics,1988
Men,5000 m A1-3A9L2,Bronze,ORR Kevin,USA,USA,Athletics,1988
Men,5000 m B1,Gold,MATTHEWS Robert,GBR,Great Britain,Athletics,1988
Men,5000 m B2,Gold,RUIZ Mariano,ESP,Spain,Athletics,1988
Men,5000 m B2,Silver,PAVON Michel,FRA,France,Athletics,1988
Men,5000 m B3,Gold,TALBOTT Carlos,USA,USA,Athletics,1988
Men,5000 m B3,Silver,FARNELL Mark,GBR,Great Britain,Athletics,1988
Men,5000 m B3,Bronze,STANSELL Leamon,USA,USA,Athletics,1988
Men,5000 m 2,Gold,PETERSEN Wolfgang,FRG,Germany,Athletics,1988
Men,5000 m 2,Bronze,MARKLEIN Errol,FRG,Germany,Athletics,1988
Men,5000 m 3,Silver,GOLOMBEK Gregor,FRG,Germany,Athletics,1988
Men,5000 m 3,Bronze,VIGER Andre,CAN,Canada,Athletics,1988
Men,5000 m 4,Gold,AMAROUCHE Farid,FRA,France,Athletics,1988
Men,5000 m 4,Silver,POITEVIN Jean Francois,FRA,France,Athletics,1988
Men,5000 m 5-6,Bronze,VAN BREEMEN Iwan,NED,Netherlands,Athletics,1988
Men,10000 m A6A8A9L4,Bronze,ARVIER Jean-Yves,FRA,France,Athletics,1988
Men,10000 m 2,Silver,PETERSEN Wolfgang,FRG,Germany,Athletics,1988
Men,10000 m 3,Gold,GOLOMBEK Gregor,FRG,Germany,Athletics,1988
Men,10000 m 3,Silver,VIGER Andre,CAN,Canada,Athletics,1988
Men,10000 m 4,Gold,POITEVIN Jean Francois,FRA,France,Athletics,1988
Men,10000 m 4,Silver,AMAROUCHE Farid,FRA,France,Athletics,1988
Men,10000 m 5,Gold,VAN BREEMEN Iwan,NED,Netherlands,Athletics,1988
Men,10000 m 5,Silver,PUFFENBERGER John,USA,USA,Athletics,1988
Men,Marathon 1A,Gold,KOEBERLE Heinrich,FRG,Germany,Athletics,1988
Men,Marathon 1A,Bronze,DODSON Bart,USA,USA,Athletics,1988
Men,Marathon 1B,Gold,RAYMOND Serge,CAN,Canada,Athletics,1988
Men,Marathon 1B,Silver,MATTSSON Jan-Owe,SWE,Sweden,Athletics,1988
Men,Marathon 1B,Bronze,GEREIN Clayton,CAN,Canada,Athletics,1988
Men,Marathon 1C,Gold,BREWER John,USA,USA,Athletics,1988
Men,Marathon 1C,Silver,DUFTY Alan,AUS,Australia,Athletics,1988
Men,Marathon 1C,Bronze,KASTNER Johann,FRG,Germany,Athletics,1988
Men,Marathon A1-3A9L1-2,Gold,BADID Mustapha,FRA,France,Athletics,1988
Men,Marathon A1-3A9L1-2,Silver,COUPRIE Philippe,FRA,France,Athletics,1988
Men,Marathon A1-3A9L1-2,Bronze,VINCE Ted,CAN,Canada,Athletics,1988
Men,Marathon B2,Gold,BRUNT Stephen,GBR,Great Britain,Athletics,1988
Men,Marathon B2,Silver,COLLET Paul,FRA,France,Athletics,1988
Men,Marathon B3,Gold,TALBOTT Carlos,USA,USA,Athletics,1988
Men,Marathon B3,Silver,FARNELL Mark,GBR,Great Britain,Athletics,1988
Men,Marathon B3,Bronze,MIECH Wieslaw,POL,Poland,Athletics,1988
Men,Marathon 2,Gold,QUESSY Marc,CAN,Canada,Athletics,1988
Men,Marathon 2,Silver,CLARK Paul,CAN,Canada,Athletics,1988
Men,Marathon 2,Bronze,TRUJILLO Michael,USA,USA,Athletics,1988
Men,Marathon 3,Gold,VIGER Andre,CAN,Canada,Athletics,1988
Men,Marathon 3,Bronze,CARPENTER Phil,USA,USA,Athletics,1988
Men,Marathon 4,Gold,POITEVIN Jean Francois,FRA,France,Athletics,1988
Men,Marathon 4,Silver,AMAROUCHE Farid,FRA,France,Athletics,1988
Men,Marathon 4,Bronze,IBARRA Rafael,USA,USA,Athletics,1988
Men,Marathon 5-6,Gold,PUFFENBERGER John,USA,USA,Athletics,1988
Men,Marathon 5-6,Silver,FORAN Tom,USA,USA,Athletics,1988
Men,Cross Country 3000 m C6,Gold,SANDS James,GBR,Great Britain,Athletics,1988
Men,Cross Country 5000 m C7,Silver,CARIUS Dieter,FRG,Germany,Athletics,1988
Men,Cross Country 5000 m C7,Bronze,HOWE David,CAN,Canada,Athletics,1988
Men,Cross Country 5000 m C8,Silver,MCCONNELL Gerard,GBR,Great Britain,Athletics,1988
Men,Slalom 1B,Bronze,VALLELONGA Vincenzo,AUS,Australia,Athletics,1988
Men,Slalom C1,Silver,HUDSON Terry,GBR,Great Britain,Athletics,1988
Men,Slalom C1,Bronze,ROBINSON Terry,CAN,Canada,Athletics,1988
Men,Slalom C2,Silver,OSBORN David,USA,USA,Athletics,1988
Men,Slalom C4-5,Gold,OWENS Eric,USA,USA,Athletics,1988
Men,Slalom C4-5,Silver,BURNS Norman,GBR,Great Britain,Athletics,1988
Men,Slalom C4-5,Bronze,VAN ELDIK Matthew,AUS,Australia,Athletics,1988
Men,Slalom 4,Silver,JOHANSSON Rolf,SWE,Sweden,Athletics,1988
Men,High Jump A2A9,Gold,BOLDT Arnold,CAN,Canada,Athletics,1988
Men,High Jump A2A9,Bronze,BELTIZ Gunther,FRG,Germany,Athletics,1988
Men,High Jump A4A9,Gold,ALSUP Ronnie,USA,USA,Athletics,1988
Men,High Jump A4A9,Silver,HACKETT Michael,AUS,Australia,Athletics,1988
Men,High Jump A4A9,Bronze,JOHANN Jurgen,FRG,Germany,Athletics,1988
Men,High Jump A6A8A9L6,Gold,COULTAS Nigel,GBR,Great Britain,Athletics,1988
Men,High Jump A6A8A9L6,Silver,YANG Shaomin,CHN,China,Athletics,1988
Men,High Jump A6A8A9L6,Bronze,NUGENT Rodney,AUS,Australia,Athletics,1988
Men,High Jump B2,Silver,ANTLITZ Norbert,FRG,Germany,Athletics,1988
Men,Long Jump A2A9,Gold,MEAD Albert,USA,USA,Athletics,1988
Men,Long Jump A2A9,Silver,BOLDT Arnold,CAN,Canada,Athletics,1988
Men,Long Jump A2A9,Bronze,MCGREGOR Kerrod,AUS,Australia,Athletics,1988
Men,Long Jump A4A9,Gold,ALSUP Ronnie,USA,USA,Athletics,1988
Men,Long Jump A4A9,Silver,SUN Chang Ting,CHN,China,Athletics,1988
Men,Long Jump A4A9,Bronze,BULOW Matthew,USA,USA,Athletics,1988
Men,Long Jump A6A8A9L6,Gold,NUGENT Rodney,AUS,Australia,Athletics,1988
Men,Long Jump A6A8A9L6,Silver,YANG Shaomin,CHN,China,Athletics,1988
Men,Long Jump B1,Silver,DELGADO Antonio,ESP,Spain,Athletics,1988
Men,Long Jump B2,Silver,ASBURY Andre,USA,USA,Athletics,1988
Men,Long Jump B3,Silver,STRIEGEL Ulrich,FRG,Germany,Athletics,1988
Men,Long Jump B3,Bronze,BUTLER Simon,GBR,Great Britain,Athletics,1988
Men,Long Jump C7,Gold,BAPTE Michel,FRA,France,Athletics,1988
Men,Long Jump C8,Silver,DIETZ Thomas,USA,USA,Athletics,1988
Men,Long Jump C8,Bronze,PITTMAN Keith,USA,USA,Athletics,1988
Men,Triple Jump A6A8A9L6,Gold,NUGENT Rodney,AUS,Australia,Athletics,1988
Men,Triple Jump A6A8A9L6,Silver,YANG Shaomin,CHN,China,Athletics,1988
Men,Triple Jump A6A8A9L6,Bronze,QIN Zhongxing,CHN,China,Athletics,1988
Men,Triple Jump B1,Bronze,RODRIGUEZ Jose Manuel,ESP,Spain,Athletics,1988
Men,Triple Jump B3,Gold,STRIEGEL Ulrich,FRG,Germany,Athletics,1988
Men,Shot Put 1A,Gold,WEBER Edund,FRG,Germany,Athletics,1988
Men,Shot Put 1A,Bronze,RICHARDSON James,GBR,Great Britain,Athletics,1988
Men,Shot Put 1B,Gold,REELIE Richard,CAN,Canada,Athletics,1988
Men,Shot Put 1B,Silver,HEIR Douglas,USA,USA,Athletics,1988
Men,Shot Put 1B,Bronze,DIAZ DE LEON Gabriel,USA,USA,Athletics,1988
Men,Shot Put 1C,Silver,HENKER Siegmar,FRG,Germany,Athletics,1988
Men,Shot Put A2A9,Gold,SIMONAZZI Roberto,FRG,Germany,Athletics,1988
Men,Shot Put A2A9,Bronze,ZMITROWICZ Andrzej,POL,Poland,Athletics,1988
Men,Shot Put A3A9,Gold,BURSCHGENS Hubert,FRG,Germany,Athletics,1988
Men,Shot Put A3A9,Bronze,ZHAO Bin,CHN,China,Athletics,1988
Men,Shot Put A4A9,Bronze,ISON Scott,USA,USA,Athletics,1988
Men,Shot Put A6A8A9L6,Gold,DABROWSKI Jerzy,POL,Poland,Athletics,1988
Men,Shot Put A6A8A9L6,Bronze,NUSS Thomas,FRG,Germany,Athletics,1988
Men,Shot Put A1-3A9L3,Silver,JEROME John,USA,USA,Athletics,1988
Men,Shot Put A1-3A9L3,Bronze,BELANGER John,CAN,Canada,Athletics,1988
Men,Shot Put B1,Gold,NEPPL James,USA,USA,Athletics,1988
Men,Shot Put B1,Silver,RUFFALO Richard,USA,USA,Athletics,1988
Men,Shot Put B2,Bronze,GODLEWSKI Andrzej,POL,Poland,Athletics,1988
Men,Shot Put B3,Gold,WARD Jonathan,GBR,Great Britain,Athletics,1988
Men,Shot Put B3,Bronze,SHORT Russell,AUS,Australia,Athletics,1988
Men,Shot Put C3,Silver,LAING Phillip,USA,USA,Athletics,1988
Men,Shot Put C3,Bronze,SPANGLER Walter,FRG,Germany,Athletics,1988
Men,Shot Put C4,Gold,WALKER Michael,GBR,Great Britain,Athletics,1988
Men,Shot Put C5,Gold,JOHNSON Denton,USA,USA,Athletics,1988
Men,Shot Put C5,Silver,WILLIAMS Paul,GBR,Great Britain,Athletics,1988
Men,Shot Put C6,Silver,BOHLANDER Heinz,FRG,Germany,Athletics,1988
Men,Shot Put C7,Bronze,SYBES Ruud,NED,Netherlands,Athletics,1988
Men,Shot Put C8,Silver,MCDEVITT Michael,USA,USA,Athletics,1988
Men,Shot Put C8,Bronze,DIETZ Thomas,USA,USA,Athletics,1988
Men,Shot Put L4,Gold,HERMANN Peter,FRG,Germany,Athletics,1988
Men,Shot Put L4,Silver,HAYDEN Ian,GBR,Great Britain,Athletics,1988
Men,Shot Put L4,Bronze,LESSITER Brian,GBR,Great Britain,Athletics,1988
Men,Shot Put L5,Gold,MIMBERG Dirk,FRG,Germany,Athletics,1988
Men,Shot Put L5,Silver,GUHL Rainer,FRG,Germany,Athletics,1988
Men,Shot Put 2,Gold,WALLRODT Bruce,AUS,Australia,Athletics,1988
Men,Shot Put 2,Silver,MCNICHOLAS Kevan,GBR,Great Britain,Athletics,1988
Men,Shot Put 3,Gold,LAVEBORN Mats,SWE,Sweden,Athletics,1988
Men,Shot Put 3,Bronze,MCKEOWN Stewart,CAN,Canada,Athletics,1988
Men,Shot Put 4,Gold,MARTIN Jacques,CAN,Canada,Athletics,1988
Men,Shot Put 4,Silver,ASTRADA Arnold,USA,USA,Athletics,1988
Men,Shot Put 4,Bronze,HOPKINS Terence,GBR,Great Britain,Athletics,1988
Men,Shot Put 5,Gold,GUILD Ernest,GBR,Great Britain,Athletics,1988
Men,Shot Put 5,Bronze,VAN DEN ABBEELE Rudi,FRA,France,Athletics,1988
Men,Discus Throw 1A,Gold,WEBER Edund,FRG,Germany,Athletics,1988
Men,Discus Throw 1B,Gold,REELIE Richard,CAN,Canada,Athletics,1988
Men,Discus Throw 1B,Silver,HEIR Douglas,USA,USA,Athletics,1988
Men,Discus Throw 1B,Bronze,DIAZ DE LEON Gabriel,USA,USA,Athletics,1988
Men,Discus Throw 1C,Silver,HENKER Siegmar,FRG,Germany,Athletics,1988
Men,Discus Throw A2A9,Gold,MCGREGOR Kerrod,AUS,Australia,Athletics,1988
Men,Discus Throw A2A9,Silver,SIMONAZZI Roberto,FRG,Germany,Athletics,1988
Men,Discus Throw A2A9,Bronze,EDEN John,AUS,Australia,Athletics,1988
Men,Discus Throw A3A9,Silver,ZHAO Bin,CHN,China,Athletics,1988
Men,Discus Throw A3A9,Bronze,BURSCHGENS Hubert,FRG,Germany,Athletics,1988
Men,Discus Throw A4A9,Gold,YAO Zhen Yu,CHN,China,Athletics,1988
Men,Discus Throw A4A9,Silver,JOSEFLAK Hans,FRG,Germany,Athletics,1988
Men,Discus Throw A4A9,Bronze,ISON Scott,USA,USA,Athletics,1988
Men,Discus Throw A6A8A9L6,Gold,DABROWSKI Jerzy,POL,Poland,Athletics,1988
Men,Discus Throw A6A8A9L6,Silver,NUSS Thomas,FRG,Germany,Athletics,1988
Men,Discus Throw A1-3A9L3,Silver,BELANGER John,CAN,Canada,Athletics,1988
Men,Discus Throw B1,Gold,RUFFALO Richard,USA,USA,Athletics,1988
Men,Discus Throw B1,Silver,FRANKS Leroy,USA,USA,Athletics,1988
Men,Discus Throw B2,Bronze,GODLEWSKI Andrzej,POL,Poland,Athletics,1988
Men,Discus Throw B3,Gold,SHORT Russell,AUS,Australia,Athletics,1988
Men,Discus Throw B3,Silver,WARD Jonathan,GBR,Great Britain,Athletics,1988
Men,Discus Throw B3,Bronze,BURRIS Garland,USA,USA,Athletics,1988
Men,Discus Throw C3,Silver,SPANGLER Walter,FRG,Germany,Athletics,1988
Men,Discus Throw C4,Gold,WALKER Michael,GBR,Great Britain,Athletics,1988
Men,Discus Throw C4,Bronze,OWENS Eric,USA,USA,Athletics,1988
Men,Discus Throw C5,Gold,WILLIAMS Paul,GBR,Great Britain,Athletics,1988
Men,Discus Throw C5,Silver,NOORDUIN Willem,NED,Netherlands,Athletics,1988
Men,Discus Throw C7,Bronze,SYBES Ruud,NED,Netherlands,Athletics,1988
Men,Discus Throw L5,Gold,HAYDEN Ian,GBR,Great Britain,Athletics,1988
Men,Discus Throw L5,Silver,LESSITER Brian,GBR,Great Britain,Athletics,1988
Men,Discus Throw L5,Bronze,WALISZEWSKI Miroslaw,POL,Poland,Athletics,1988
Men,Discus Throw 2,Silver,SCHAFF Gary,CAN,Canada,Athletics,1988
Men,Discus Throw 2,Bronze,WALLRODT Bruce,AUS,Australia,Athletics,1988
Men,Discus Throw 3,Silver,MCKEOWN Stewart,CAN,Canada,Athletics,1988
Men,Discus Throw 4,Silver,GIDDY Terry,AUS,Australia,Athletics,1988
Men,Discus Throw 4,Bronze,MARTIN Jacques,CAN,Canada,Athletics,1988
Men,Discus Throw 5,Silver,HARRIS John,GBR,Great Britain,Athletics,1988
Men,Discus Throw 5,Bronze,VAN DEN ABBEELE Rudi,FRA,France,Athletics,1988
Men,Discus Throw 6,Bronze,AHRENS Rene,AUS,Australia,Athletics,1988
Men,Javelin 1B,Gold,REELIE Richard,CAN,Canada,Athletics,1988
Men,Javelin 1B,Silver,HEIR Douglas,USA,USA,Athletics,1988
Men,Javelin 1C,Silver,HENKER Siegmar,FRG,Germany,Athletics,1988
Men,Javelin A2A9,Gold,VAN DER DONK Adrianus,NED,Netherlands,Athletics,1988
Men,Javelin A2A9,Silver,SIMONAZZI Roberto,FRG,Germany,Athletics,1988
Men,Javelin A2A9,Bronze,MCGREGOR Kerrod,AUS,Australia,Athletics,1988
Men,Javelin A3A9,Gold,BURSCHGENS Hubert,FRG,Germany,Athletics,1988
Men,Javelin A4A9,Silver,ENRIGHT James,CAN,Canada,Athletics,1988
Men,Javelin A4A9,Bronze,SUN Chang Ting,CHN,China,Athletics,1988
Men,Javelin A6A8A9L6,Silver,DABROWSKI Jerzy,POL,Poland,Athletics,1988
Men,Javelin A1-3A9L3,Gold,KARPINSKI Slawomir,POL,Poland,Athletics,1988
Men,Javelin A1-3A9L3,Silver,BELANGER John,CAN,Canada,Athletics,1988
Men,Javelin A1-3A9L3,Bronze,JEROME John,USA,USA,Athletics,1988
Men,Javelin B2,Bronze,GODLEWSKI Andrzej,POL,Poland,Athletics,1988
Men,Javelin B3,Gold,SHORT Russell,AUS,Australia,Athletics,1988
Men,Javelin B3,Silver,BRZEGOWSKI Jan,POL,Poland,Athletics,1988
Men,Javelin C4,Gold,WALKER Michael,GBR,Great Britain,Athletics,1988
Men,Javelin C4,Silver,BURNS Norman,GBR,Great Britain,Athletics,1988
Men,Javelin C5,Gold,WILLIAMS Paul,GBR,Great Britain,Athletics,1988
Men,Javelin C5,Silver,JOHNSON Denton,USA,USA,Athletics,1988
Men,Javelin C5,Bronze,QUICKERT Michael,FRG,Germany,Athletics,1988
Men,Javelin C6,Bronze,KRIEGER Stefan,FRG,Germany,Athletics,1988
Men,Javelin L4,Gold,HAYDEN Ian,GBR,Great Britain,Athletics,1988
Men,Javelin L4,Silver,DANBERG Scott,USA,USA,Athletics,1988
Men,Javelin L4,Bronze,MALISZEWSKI Miroslaw,POL,Poland,Athletics,1988
Men,Javelin L5,Gold,MIMBERG Dirk,FRG,Germany,Athletics,1988
Men,Javelin L5,Bronze,LADERVAL Eric,FRA,France,Athletics,1988
Men,Javelin 2,Gold,WALLRODT Bruce,AUS,Australia,Athletics,1988
Men,Javelin 2,Bronze,NORTMANN Hermann,FRG,Germany,Athletics,1988
Men,Javelin 3,Gold,LAVEBORN Mats,SWE,Sweden,Athletics,1988
Men,Javelin 4,Bronze,SCHUHBAUER Johann,FRG,Germany,Athletics,1988
Men,Javelin 5,Bronze,JONES Leslie,GBR,Great Britain,Athletics,1988
Men,Club Throw 1A,Gold,WEBER Edund,FRG,Germany,Athletics,1988
Men,Club Throw C2,Silver,VARDEN Steven,GBR,Great Britain,Athletics,1988
Men,Club Throw C4,Gold,WALKER Michael,GBR,Great Britain,Athletics,1988
Men,Club Throw C4,Silver,BURNS Norman,GBR,Great Britain,Athletics,1988
Men,Club Throw C5,Gold,WILLIAMS Paul,GBR,Great Britain,Athletics,1988
Men,Club Throw C5,Silver,JOHNSON Denton,USA,USA,Athletics,1988
Men,Club Throw C5,Bronze,QUICKERT Michael,FRG,Germany,Athletics,1988
Men,Precision Throw C1,Silver,AMIN Jayesh,USA,USA,Athletics,1988
Men,Pentathlon 1C,Gold,HENKER Siegmar,FRG,Germany,Athletics,1988
Men,Pentathlon A4A9,Silver,THOMAS Bradley,AUS,Australia,Athletics,1988
Men,Pentathlon B1,Bronze,KUBACKI Zbigniew,POL,Poland,Athletics,1988
Men,Pentathlon B2,Bronze,OSMON James,USA,USA,Athletics,1988
Men,Pentathlon B3,Bronze,WARD Jonathan,GBR,Great Britain,Athletics,1988
Men,Pentathlon 2,Gold,NORTMANN Hermann,FRG,Germany,Athletics,1988
Men,Pentathlon 2,Bronze,SAUNDERS Kevin,USA,USA,Athletics,1988
Men,Pentathlon 3,Gold,WEIDKAMP Peter,FRG,Germany,Athletics,1988
Men,Pentathlon 4,Bronze,SCHUHBAUER Johann,FRG,Germany,Athletics,1988
Men,Pentathlon 5,Gold,VAN DEN ABBEELE Rudi,FRA,France,Athletics,1988
Men,Pentathlon 5,Silver,WEIBERLE Eugen,FRG,Germany,Athletics,1988
Men,Pentathlon 5,Bronze,HARRIS John,GBR,Great Britain,Athletics,1988
Women,100 m 1C,Silver,HANSEN Yolande,FRG,Germany,Athletics,1988
Women,100 m 1C,Bronze,THOMPSON Mary,USA,USA,Athletics,1988
Women,100 m A4A9,Gold,POUMEROL Claude,CAN,Canada,Athletics,1988
Women,100 m A4A9,Silver,MOELLER Reinhild,FRG,Germany,Athletics,1988
Women,100 m A6A8A9L4,Gold,BUDDELMEYER Petra,FRG,Germany,Athletics,1988
Women,100 m A6A8A9L4,Silver,SACHSE Jessica,FRG,Germany,Athletics,1988
Women,100 m A6A8A9L4,Bronze,WILDEMAN Lynette,CAN,Canada,Athletics,1988
Women,100 m A1-3A9L2,Silver,DECONDE Valerie,FRA,France,Athletics,1988
Women,100 m A1-3A9L2,Bronze,HAMILTON Linda,CAN,Canada,Athletics,1988
Women,100 m B1,Gold,SANTAMARTA Purificacion,ESP,Spain,Athletics,1988
Women,100 m B3,Gold,ZHAO Jihong,CHN,China,Athletics,1988
