name,sex,age,height,weight,bmi,country,year,season,team,sport,medal
Tonje Nstvold,F,27.0,178.0,73.77,23.28,Norway,2012,Summer,Norway,Handball,Gold
Timo Petteri Nummelin,M,33.0,178.0,83.0,26.2,Finland,2006,Winter,Finland,Ice Hockey,Silver
Teppo Kalevi Numminen,M,37.0,186.0,87.5,25.29,Finland,2006,Winter,Finland,Ice Hockey,Silver
Stacey Annette Nuveman (-Deniz),F,26.0,183.0,109.0,32.55,United States of America,2004,Summer,United States,Softball,Gold
Stacey Annette Nuveman (-Deniz),F,30.0,183.0,109.0,32.55,United States of America,2008,Summer,United States,Softball,Silver
Katja Johanna Alice Nyberg,F,28.0,182.0,76.0,22.94,Norway,2008,Summer,Norway,Handball,Gold
Lacey Pearl Nymeyer (-John),F,22.0,175.0,66.0,21.55,United States of America,2008,Summer,United States,Swimming,Silver
Guy Olivier Nyokas,M,30.0,189.0,86.0,24.08,France,2016,Summer,France,Handball,Silver
Gustav Bo Nils Nyquist,M,24.0,180.0,84.0,25.93,Sweden,2014,Winter,Sweden,Ice Hockey,Silver
Estelle Nze Minko,F,24.0,178.0,67.0,21.15,France,2016,Summer,France,Handball,Silver
O Eun-Seok,M,29.0,181.0,76.0,23.2,South Korea,2012,Summer,South Korea,Fencing,Gold
O Jae-Seok,M,22.0,178.0,73.0,23.04,South Korea,2012,Summer,South Korea,Football,Bronze
O Jong-Ae,F,24.0,153.0,60.0,25.63,South Korea,2008,Summer,North Korea,Weightlifting,Bronze
O Sang-Eun,M,31.0,186.0,72.0,20.81,South Korea,2008,Summer,South Korea,Table Tennis,Bronze
O Sang-Eun,M,35.0,186.0,72.0,20.81,South Korea,2012,Summer,South Korea,Table Tennis,Silver
O Se-Jong,M,23.0,180.0,69.0,21.3,South Korea,2006,Winter,South Korea,Short Track Speed Skating,Gold
O Seung-Hwan,M,26.0,178.0,92.0,29.04,South Korea,2008,Summer,South Korea,Baseball,Gold
Leah Marie O'Brien-Amico,F,29.0,175.0,65.0,21.22,United States of America,2004,Summer,United States,Softball,Gold
Hitomi Obara (Sakamoto-),F,31.0,156.0,48.0,19.72,Japan,2012,Summer,Japan,Wrestling,Gold
Patricia Obee,F,24.0,165.0,60.0,22.04,Canada,2016,Summer,Canada,Rowing,Silver
Christina Obergfll,F,26.0,175.0,79.0,25.8,Germany,2008,Summer,Germany,Athletics,Bronze
Christina Obergfll,F,30.0,175.0,79.0,25.8,Germany,2012,Summer,Germany,Athletics,Silver
Karin Oberhofer,F,28.0,165.0,58.0,21.3,Italy,2014,Winter,Italy,Biathlon,Bronze
Fabricio Ral Jess Oberto,M,31.0,208.0,115.0,26.58,Argentina,2004,Summer,Argentina,Basketball,Gold
Fabricio Ral Jess Oberto,M,35.0,208.0,115.0,26.58,Argentina,2008,Summer,Argentina,Basketball,Bronze
Violetta Oblinger-Peters,F,30.0,170.0,54.0,18.69,Austria,2008,Summer,Austria,Canoeing,Bronze
Aleksey Aleksandrovich Obmochayev,M,23.0,188.0,90.0,25.46,Russia,2012,Summer,Russia,Volleyball,Gold
Paulo Obradovi,M,26.0,190.0,100.0,27.7,Croatia,2012,Summer,Croatia,Water Polo,Gold
Hugues Obry,M,31.0,185.0,75.0,21.91,France,2004,Summer,France,Fencing,Gold
Siobhan-Marie O'Connor,F,20.0,173.0,60.0,20.05,United Kingdom,2016,Summer,Great Britain,Swimming,Silver
Susan O'Connor,F,32.0,163.0,68.0,25.59,Canada,2010,Winter,Canada,Curling,Silver
Diego Occhiuzzi,M,27.0,180.0,76.0,23.46,Italy,2008,Summer,Italy,Fencing,Bronze
Diego Occhiuzzi,M,31.0,180.0,76.0,23.46,Italy,2012,Summer,Italy,Fencing,Silver
Diego Occhiuzzi,M,31.0,180.0,76.0,23.46,Italy,2012,Summer,Italy,Fencing,Bronze
Glenn Ochal,M,26.0,194.0,95.0,25.24,United States of America,2012,Summer,United States,Rowing,Bronze
Sofya Albertovna Ochigava,F,25.0,170.0,60.0,20.76,Russia,2012,Summer,Russia,Boxing,Silver
Hannes Ocik,M,25.0,191.0,93.0,25.49,Germany,2016,Summer,Germany,Rowing,Silver
"Edward ""Eddie"" Ockenden",M,21.0,180.0,73.0,22.53,Australia,2008,Summer,Australia,Hockey,Bronze
"Edward ""Eddie"" Ockenden",M,25.0,180.0,73.0,22.53,Australia,2012,Summer,Australia,Hockey,Bronze
Viola Odebrecht,F,21.0,175.0,62.0,20.24,Germany,2004,Summer,Germany,Football,Bronze
Vicyohandri Odeln Sanam,M,24.0,179.0,84.0,26.22,Cuba,2004,Summer,Cuba,Baseball,Gold
Vicyohandri Odeln Sanam,M,28.0,179.0,84.0,26.22,Cuba,2008,Summer,Cuba,Baseball,Silver
Lamar Joseph Odom,M,24.0,208.0,102.0,23.58,United States of America,2004,Summer,United States,Basketball,Bronze
David Johnny Oduya,M,32.0,183.0,86.0,25.68,Sweden,2014,Winter,Sweden,Ice Hockey,Silver
Trent Carl Wayne Oeltjen,M,21.0,188.0,88.0,24.9,Australia,2004,Summer,Australia,Baseball,Silver
Alexander Dale Oen,M,23.0,190.0,80.0,22.16,Norway,2008,Summer,Norway,Swimming,Silver
Jill Officer Hinchey,F,38.0,177.0,72.0,22.98,Canada,2014,Winter,Canada,Curling,Gold
Stine Bredal Oftedal,F,24.0,168.0,65.0,23.03,Norway,2016,Summer,Norway,Handball,Bronze
Stuart Peter O'Grady,M,31.0,177.0,71.0,22.66,Australia,2004,Summer,Australia,Cycling,Gold
Michihiro Ogasawara,M,30.0,178.0,81.0,25.56,Japan,2004,Summer,Japan,Baseball,Bronze
"Charles S. ""Charlie"" Ogletree",M,36.0,175.0,70.0,22.86,United States of America,2004,Summer,United States,Sailing,Silver
Maja Ognjenovi,F,31.0,183.0,67.0,20.01,Serbia,2016,Summer,Serbia,Volleyball,Silver
Anthony Osezua Ojo Ogogo,M,23.0,181.0,73.77,22.52,United Kingdom,2012,Summer,Great Britain,Boxing,Bronze
Kelley Maureen O'Hara,F,23.0,165.0,58.0,21.3,United States of America,2012,Summer,United States,Football,Gold
Jenna O'Hea,F,25.0,186.0,76.0,21.97,Australia,2012,Summer,Australia,Basketball,Bronze
Oh Ha-Na,F,27.0,175.0,65.0,21.22,South Korea,2012,Summer,South Korea,Fencing,Bronze
Oh Hye-Ri,F,28.0,182.0,69.0,20.83,South Korea,2016,Summer,South Korea,Taekwondo,Gold
Oh Jin-Hyek,M,30.0,182.0,100.0,30.19,South Korea,2012,Summer,South Korea,Archery,Gold
Oh Jin-Hyek,M,30.0,182.0,100.0,30.19,South Korea,2012,Summer,South Korea,Archery,Bronze
Oh Seong-Ok,F,31.0,171.0,64.0,21.89,South Korea,2004,Summer,South Korea,Handball,Silver
Oh Seong-Ok,F,35.0,171.0,64.0,21.89,South Korea,2008,Summer,South Korea,Handball,Bronze
Oh Yeong-Ran,F,31.0,171.0,73.0,24.96,South Korea,2004,Summer,South Korea,Handball,Silver
Oh Yeong-Ran,F,35.0,171.0,73.0,24.96,South Korea,2008,Summer,South Korea,Handball,Bronze
Kenneth Mattias hlund,M,29.0,191.0,100.0,27.41,Sweden,2006,Winter,Sweden,Ice Hockey,Gold
Apolo Anton Ohno,M,19.0,173.0,68.0,22.72,United States of America,2002,Winter,United States,Short Track Speed Skating,Silver
Apolo Anton Ohno,M,19.0,173.0,68.0,22.72,United States of America,2002,Winter,United States,Short Track Speed Skating,Gold
Apolo Anton Ohno,M,23.0,173.0,68.0,22.72,United States of America,2006,Winter,United States,Short Track Speed Skating,Gold
Apolo Anton Ohno,M,23.0,173.0,68.0,22.72,United States of America,2006,Winter,United States,Short Track Speed Skating,Bronze
Apolo Anton Ohno,M,23.0,173.0,68.0,22.72,United States of America,2006,Winter,United States,Short Track Speed Skating,Bronze
Apolo Anton Ohno,M,27.0,173.0,68.0,22.72,United States of America,2010,Winter,United States,Short Track Speed Skating,Bronze
Apolo Anton Ohno,M,27.0,173.0,68.0,22.72,United States of America,2010,Winter,United States,Short Track Speed Skating,Silver
Apolo Anton Ohno,M,27.0,173.0,68.0,22.72,United States of America,2010,Winter,United States,Short Track Speed Skating,Bronze
Shinobu Ohno,F,28.0,154.0,51.0,21.5,Japan,2012,Summer,Japan,Football,Silver
Christine Ijeoma Chika Ohuruogu,F,24.0,172.0,70.0,23.66,United Kingdom,2008,Summer,Great Britain,Athletics,Gold
Christine Ijeoma Chika Ohuruogu,F,28.0,172.0,70.0,23.66,United Kingdom,2012,Summer,Great Britain,Athletics,Silver
Christine Ijeoma Chika Ohuruogu,F,32.0,172.0,70.0,23.66,United Kingdom,2016,Summer,Great Britain,Athletics,Bronze
Emilie Louise O'Konor,F,22.0,171.0,67.0,22.91,Sweden,2006,Winter,Sweden,Ice Hockey,Silver
"Chukwuemeka Noubuisi ""Emeka"" Okafor",M,21.0,205.0,115.0,27.36,United States of America,2004,Summer,United States,Basketball,Bronze
Makoto Okiguchi,M,22.0,161.0,57.0,21.99,Japan,2008,Summer,Japan,Gymnastics,Silver
Poliana Okimoto-Cintra,F,33.0,165.0,52.0,19.1,Brazil,2016,Summer,Brazil,Swimming,Bronze
Courtney Okolo,F,22.0,173.0,59.0,19.71,United States of America,2016,Summer,United States,Athletics,Gold
Clia Okoyino da Mbabi (-ai),F,20.0,173.0,63.0,21.05,Germany,2008,Summer,Germany,Football,Bronze
Nozomi Okuhara,F,21.0,156.0,51.0,20.96,Japan,2016,Summer,Japan,Badminton,Bronze
Yoshihiro Okumura,M,21.0,182.0,75.0,22.64,Japan,2004,Summer,Japan,Swimming,Bronze
Leire Olaberria Dorronsoro,F,31.0,172.0,61.0,20.62,Spain,2008,Summer,Spain,Cycling,Bronze
Lisa Oldenhof,F,28.0,169.0,63.0,22.06,Australia,2008,Summer,Australia,Canoeing,Bronze
Mark Oldershaw,M,29.0,186.0,94.0,27.17,Canada,2012,Summer,Canada,Canoeing,Bronze
Pia-Sophie Oldhafer,F,24.0,166.0,55.0,19.96,Germany,2016,Summer,Germany,Hockey,Bronze
Sam Joshua Oldham,M,19.0,168.0,62.0,21.97,United Kingdom,2012,Summer,Great Britain,Gymnastics,Bronze
"Penelope ""Penny"" Oleksiak",F,16.0,185.0,68.0,19.87,Canada,2016,Summer,Canada,Swimming,Gold
"Penelope ""Penny"" Oleksiak",F,16.0,185.0,68.0,19.87,Canada,2016,Summer,Canada,Swimming,Bronze
"Penelope ""Penny"" Oleksiak",F,16.0,185.0,68.0,19.87,Canada,2016,Summer,Canada,Swimming,Bronze
"Penelope ""Penny"" Oleksiak",F,16.0,185.0,68.0,19.87,Canada,2016,Summer,Canada,Swimming,Silver
Elisabeta Oleniuc-Lip,F,39.0,183.0,80.0,23.89,Romania,2004,Summer,Romania,Rowing,Gold
Rostislav Olesz,M,20.0,186.0,88.0,25.44,Czechia,2006,Winter,Czech Republic,Ice Hockey,Bronze
Roc Oliva Isern,M,19.0,180.0,78.0,24.07,Spain,2008,Summer,Spain,Hockey,Silver
Fernanda Ryff Moreira Oliveira,F,27.0,161.0,54.0,20.83,Brazil,2008,Summer,Brazil,Sailing,Bronze
David Oliver,M,26.0,191.0,93.0,25.49,United States of America,2008,Summer,United States,Athletics,Bronze
Hctor Olivera Amaro,M,23.0,187.0,77.0,22.02,Cuba,2008,Summer,Cuba,Baseball,Silver
Marc-Antoine Olivier,M,20.0,183.0,64.0,19.11,France,2016,Summer,France,Swimming,Bronze
Anna-Carin Helena Cecilia Olofsson-Zidek,F,32.0,159.0,55.0,21.76,Sweden,2006,Winter,Sweden,Biathlon,Silver
Anna-Carin Helena Cecilia Olofsson-Zidek,F,32.0,159.0,55.0,21.76,Sweden,2006,Winter,Sweden,Biathlon,Gold
Joachim Brchner Olsen,M,27.0,184.0,142.0,41.94,Denmark,2004,Summer,Denmark,Athletics,Silver
Justin Bradley Olsen,M,22.0,188.0,107.0,30.27,United States of America,2010,Winter,United States-1,Bobsleigh,Gold
Morten Olsen,M,31.0,184.0,95.0,28.06,Denmark,2016,Summer,Denmark,Handball,Gold
John Christian Bert Olsson,M,24.0,192.0,73.0,19.8,Sweden,2004,Summer,Sweden,Athletics,Gold
Johan Arne Olsson,M,25.0,181.0,70.0,21.37,Sweden,2006,Winter,Sweden,Cross Country Skiing,Bronze
Johan Arne Olsson,M,29.0,181.0,70.0,21.37,Sweden,2010,Winter,Sweden,Cross Country Skiing,Bronze
Johan Arne Olsson,M,29.0,181.0,70.0,21.37,Sweden,2010,Winter,Sweden,Cross Country Skiing,Bronze
Johan Arne Olsson,M,29.0,181.0,70.0,21.37,Sweden,2010,Winter,Sweden,Cross Country Skiing,Gold
Johan Arne Olsson,M,33.0,181.0,70.0,21.37,Sweden,2014,Winter,Sweden,Cross Country Skiing,Silver
Johan Arne Olsson,M,33.0,181.0,70.0,21.37,Sweden,2014,Winter,Sweden,Cross Country Skiing,Gold
Nikolay Igorevich Olyunin,M,22.0,180.0,84.0,25.93,Russia,2014,Winter,Russia,Snowboarding,Silver
Om Yun-Chol,M,20.0,151.0,56.0,24.56,South Korea,2012,Summer,North Korea,Weightlifting,Gold
Om Yun-Chol,M,24.0,151.0,56.0,24.56,South Korea,2016,Summer,North Korea,Weightlifting,Silver
Kano Omata,F,20.0,160.0,48.0,18.75,Japan,2016,Summer,Japan,Synchronized Swimming,Bronze
Thierry Omeyer,M,31.0,192.0,93.0,25.23,France,2008,Summer,France,Handball,Gold
Thierry Omeyer,M,35.0,192.0,93.0,25.23,France,2012,Summer,France,Handball,Gold
Thierry Omeyer,M,39.0,192.0,93.0,25.23,France,2016,Summer,France,Handball,Silver
Navina Omilade (-Keller),F,22.0,176.0,63.0,20.34,Germany,2004,Summer,Germany,Football,Bronze
Vanina Paula Oneto,F,31.0,164.0,66.0,24.54,Argentina,2004,Summer,Argentina,Hockey,Bronze
Shohei Ono,M,24.0,170.0,73.0,25.26,Japan,2016,Summer,Japan,Judo,Gold
Ayana Onozuka,F,25.0,158.0,50.0,20.03,Japan,2014,Winter,Japan,Freestyle Skiing,Bronze
"Nwanyika Jenete C. ""Anyika"" Onuora",F,31.0,178.0,76.0,23.99,United Kingdom,2016,Summer,Great Britain,Athletics,Bronze
Maksim Aleksandrovich Opalev,M,25.0,184.0,93.0,27.47,Russia,2004,Summer,Russia,Canoeing,Bronze
Maksim Aleksandrovich Opalev,M,29.0,184.0,93.0,27.47,Russia,2008,Summer,Russia,Canoeing,Gold
Lucille Opitz (-Weber),F,28.0,169.0,63.0,22.06,Germany,2006,Winter,Germany,Speed Skating,Gold
Britta Oppelt,F,26.0,172.0,69.0,23.32,Germany,2004,Summer,Germany,Rowing,Silver
Britta Oppelt,F,30.0,172.0,69.0,23.32,Germany,2008,Summer,Germany,Rowing,Bronze
Britta Oppelt,F,34.0,172.0,69.0,23.32,Germany,2012,Summer,Germany,Rowing,Silver
Laura Oprea,F,22.0,186.0,75.0,21.68,Romania,2016,Summer,Romania,Rowing,Bronze
Marian Oprea,M,22.0,191.0,85.0,23.3,Romania,2004,Summer,Romania,Athletics,Silver
Heather Ann OReilly (-Werry),F,19.0,165.0,60.0,22.04,United States of America,2004,Summer,United States,Football,Gold
Heather Ann OReilly (-Werry),F,23.0,165.0,60.0,22.04,United States of America,2008,Summer,United States,Football,Gold
Heather Ann OReilly (-Werry),F,27.0,165.0,60.0,22.04,United States of America,2012,Summer,United States,Football,Gold
Simon Orchard,M,26.0,186.0,82.0,23.7,Australia,2012,Summer,Australia,Hockey,Bronze
Mark Sebastian Clive Ormrod,M,21.0,185.0,73.0,21.33,Australia,2004,Summer,Australia,Athletics,Silver
Richard Brooks Orpik,M,29.0,188.0,99.0,28.01,United States of America,2010,Winter,United States,Ice Hockey,Silver
Orlando Ortega Alejo,M,25.0,182.0,77.0,23.25,Spain,2016,Summer,Spain,Athletics,Silver
Idalys Ortz Bocourt,F,18.0,180.0,95.0,29.32,Cuba,2008,Summer,Cuba,Judo,Bronze
Idalys Ortz Bocourt,F,22.0,180.0,95.0,29.32,Cuba,2012,Summer,Cuba,Judo,Gold
Idalys Ortz Bocourt,F,26.0,180.0,95.0,29.32,Cuba,2016,Summer,Cuba,Judo,Silver
Ignacio Ortz,M,29.0,180.0,76.0,23.46,Argentina,2016,Summer,Argentina,Hockey,Gold
"Matilde ""Mati"" Ortz Reyes",F,21.0,174.0,67.0,22.13,Spain,2012,Summer,Spain,Water Polo,Silver
Yaima Ortz Charro,F,22.0,181.0,72.0,21.98,Cuba,2004,Summer,Cuba,Volleyball,Bronze
Selin Oruz,F,19.0,172.0,60.0,20.28,Germany,2016,Summer,Germany,Hockey,Bronze
Timur Oruz,M,21.0,186.0,87.0,25.15,Germany,2016,Summer,Germany,Hockey,Bronze
Glenn O'Shea,M,23.0,180.0,76.0,23.46,Australia,2012,Summer,Australia,Cycling,Silver
Oscar dos Santos Emboaba Jnior,M,20.0,179.0,68.0,21.22,Brazil,2012,Summer,Brazil,Football,Silver
Markus Tobias Oscarsson,M,27.0,184.0,86.0,25.4,Sweden,2004,Summer,Sweden,Canoeing,Gold
Irina Viktorovna Osipova (-Minayeva),F,23.0,187.0,72.0,20.59,Russia,2004,Summer,Russia,Basketball,Bronze
Irina Viktorovna Osipova (-Minayeva),F,27.0,187.0,72.0,20.59,Russia,2008,Summer,Russia,Basketball,Bronze
Kaetlyn Osmond,F,18.0,163.0,55.0,20.7,Canada,2014,Winter,Canada,Figure Skating,Silver
Nadezhda Nikolayevna Ostapchuk,F,27.0,180.0,95.0,29.32,Belarus,2008,Summer,Belarus,Athletics,Bronze
Aleksey Aleksandrovich Ostapenko,M,22.0,208.0,94.0,21.73,Russia,2008,Summer,Russia,Volleyball,Bronze
"Catherine Leigh ""Cat"" Osterman",F,21.0,188.0,79.0,22.35,United States of America,2004,Summer,United States,Softball,Gold
"Catherine Leigh ""Cat"" Osterman",F,25.0,188.0,79.0,22.35,United States of America,2008,Summer,United States,Softball,Silver
Frank Ostholt,M,32.0,188.0,79.0,22.35,Germany,2008,Summer,Germany,Equestrianism,Gold
Inna Volodymyrivna Osypenko-Radomska,F,21.0,166.0,63.0,22.86,Ukraine,2004,Summer,Ukraine,Canoeing,Bronze
Inna Volodymyrivna Osypenko-Radomska,F,25.0,166.0,63.0,22.86,Ukraine,2008,Summer,Ukraine,Canoeing,Gold
Inna Volodymyrivna Osypenko-Radomska,F,29.0,166.0,63.0,22.86,Ukraine,2012,Summer,Ukraine,Canoeing,Silver
Inna Volodymyrivna Osypenko-Radomska,F,29.0,166.0,63.0,22.86,Ukraine,2012,Summer,Ukraine,Canoeing,Silver
Ingvild Flugstad stberg,F,23.0,165.0,73.77,27.1,Norway,2014,Winter,Norway,Cross Country Skiing,Silver
Ingvild Flugstad stberg,F,23.0,165.0,73.77,27.1,Norway,2014,Winter,Norway,Cross Country Skiing,Gold
Shinobu Ota,M,22.0,165.0,65.0,23.88,Japan,2016,Summer,Japan,Wrestling,Silver
Yuki Ota,M,22.0,171.0,69.0,23.6,Japan,2008,Summer,Japan,Fencing,Silver
Yuki Ota,M,26.0,171.0,69.0,23.6,Japan,2012,Summer,Japan,Fencing,Silver
Dzhamal Sultanovich Otarsultanov,M,25.0,163.0,55.0,20.7,Russia,2012,Summer,Russia,Wrestling,Gold
Ai Otomo-Yamamoto,F,30.0,184.0,68.0,20.09,Japan,2012,Summer,Japan,Volleyball,Bronze
Mirjam Ott,F,30.0,162.0,58.0,22.1,Switzerland,2002,Winter,Switzerland,Curling,Silver
Mirjam Ott,F,34.0,162.0,58.0,22.1,Switzerland,2006,Winter,Switzerland,Curling,Silver
Katharina Otte,F,29.0,170.0,63.0,21.8,Germany,2016,Summer,Germany,Hockey,Bronze
Jeanette Ottesen Gray,F,28.0,178.0,70.0,22.09,Denmark,2016,Summer,Denmark,Swimming,Bronze
Bjrn Otto,M,34.0,191.0,90.0,24.67,Germany,2012,Summer,Germany,Athletics,Silver
Sylke Otto,F,32.0,170.0,64.0,22.15,Germany,2002,Winter,Germany,Luge,Gold
Sylke Otto,F,36.0,170.0,64.0,22.15,Germany,2006,Winter,Germany,Luge,Gold
Anna Helene Ottosson (-Blixth),F,29.0,165.0,64.0,23.51,Sweden,2006,Winter,Sweden,Alpine Skiing,Bronze
Christina Brregaard Otzen,F,28.0,168.0,62.0,21.97,Denmark,2004,Summer,Denmark,Sailing,Bronze
Caroline Ouellette,F,22.0,180.0,77.0,23.77,Canada,2002,Winter,Canada,Ice Hockey,Gold
Caroline Ouellette,F,26.0,180.0,77.0,23.77,Canada,2006,Winter,Canada,Ice Hockey,Gold
Caroline Ouellette,F,30.0,180.0,77.0,23.77,Canada,2010,Winter,Canada,Ice Hockey,Gold
Caroline Ouellette,F,34.0,180.0,77.0,23.77,Canada,2014,Winter,Canada,Ice Hockey,Gold
Wayne Daniel Ough,M,25.0,190.0,95.0,26.32,Australia,2004,Summer,Australia,Baseball,Silver
Sofiane Oumiha,M,21.0,174.0,60.0,19.82,France,2016,Summer,France,Boxing,Silver
Sarah Ourahmoune,F,34.0,158.0,51.0,20.43,France,2016,Summer,France,Boxing,Silver
Sarah Anne Outhwaite-Tait,F,29.0,180.0,70.0,21.6,Australia,2012,Summer,Australia,Rowing,Silver
Nathan Outteridge,M,26.0,179.0,75.0,23.41,Australia,2012,Summer,Australia,Sailing,Gold
Nathan Outteridge,M,30.0,179.0,75.0,23.41,Australia,2016,Summer,Australia,Sailing,Silver
Olena Anatolivna Ovcharova-Krasovska,F,27.0,176.0,62.0,20.02,Ukraine,2004,Summer,Ukraine,Athletics,Silver
Yelena Valeryevna Ovchinnikova,F,26.0,173.0,61.0,20.38,Russia,2008,Summer,Russia,Synchronized Swimming,Gold
Emily Overholt,F,18.0,170.0,55.0,19.03,Canada,2016,Summer,Canada,Swimming,Bronze
Amanda Overland,F,24.0,165.0,57.0,20.94,Canada,2006,Winter,Canada,Short Track Speed Skating,Silver
Dimitrij Ovtcharov,M,19.0,186.0,78.0,22.55,Germany,2008,Summer,Germany,Table Tennis,Silver
Dimitrij Ovtcharov,M,23.0,186.0,78.0,22.55,Germany,2012,Summer,Germany,Table Tennis,Bronze
Dimitrij Ovtcharov,M,23.0,186.0,78.0,22.55,Germany,2012,Summer,Germany,Table Tennis,Bronze
Dimitrij Ovtcharov,M,27.0,186.0,78.0,22.55,Germany,2016,Summer,Germany,Table Tennis,Bronze
Lily Isabelle Owsley,F,21.0,170.0,70.0,24.22,United Kingdom,2016,Summer,Great Britain,Hockey,Gold
Chris Andrew Oxspring,M,27.0,184.0,82.0,24.22,Australia,2004,Summer,Australia,Baseball,Silver
Erin Pac (-Blumert),F,29.0,170.0,77.0,26.64,United States of America,2010,Winter,United States-2,Bobsleigh,Bronze
Joe Pack,M,23.0,175.0,84.0,27.43,United States of America,2002,Winter,United States,Freestyle Skiing,Silver
Jake Packard,M,22.0,195.0,68.0,17.88,Australia,2016,Summer,Australia,Swimming,Bronze
Nataliya Fyodorovna Paderina (Akhmertdinova-),F,32.0,160.0,56.0,21.87,Russia,2008,Summer,Russia,Shooting,Silver
Bryony Kate Frances Page,F,25.0,172.0,60.0,20.28,United Kingdom,2016,Summer,Great Britain,Trampolining,Silver
Danielle Nicole Page,F,29.0,188.0,77.0,21.79,Serbia,2016,Summer,Serbia,Basketball,Bronze
Malcolm George Page,M,36.0,185.0,71.0,20.75,Australia,2008,Summer,Australia,Sailing,Gold
Malcolm George Page,M,40.0,185.0,71.0,20.75,Australia,2012,Summer,Australia,Sailing,Gold
Jonathan Paget,M,28.0,190.0,80.0,22.16,New Zealand,2012,Summer,New Zealand,Equestrianism,Bronze
Marta Pagnini,F,21.0,175.0,58.0,18.94,Italy,2012,Summer,Italy,Rhythmic Gymnastics,Bronze
Olof Samuel Phlsson,M,28.0,181.0,94.0,28.69,Sweden,2006,Winter,Sweden,Ice Hockey,Gold
"Jeffrey ""Jeff"" Pain",M,35.0,190.0,90.0,24.93,Canada,2006,Winter,Canada,Skeleton,Silver
Caleb Paine,M,25.0,191.0,98.0,26.86,United States of America,2016,Summer,United States,Sailing,Bronze
Ludwig Paischer,M,26.0,170.0,60.0,20.76,Austria,2008,Summer,Austria,Judo,Silver
Pak Chol-Min,M,25.0,169.0,70.0,24.51,South Korea,2008,Summer,North Korea,Judo,Bronze
Pak Hyon-Suk,F,23.0,155.0,63.0,26.22,South Korea,2008,Summer,North Korea,Weightlifting,Gold
Yuliya Vladimirovna Pakhalina,F,26.0,155.0,47.0,19.56,Russia,2004,Summer,Russia,Diving,Bronze
Yuliya Vladimirovna Pakhalina,F,26.0,155.0,47.0,19.56,Russia,2004,Summer,Russia,Diving,Silver
Yuliya Vladimirovna Pakhalina,F,30.0,155.0,47.0,19.56,Russia,2008,Summer,Russia,Diving,Silver
Yuliya Vladimirovna Pakhalina,F,30.0,155.0,47.0,19.56,Russia,2008,Summer,Russia,Diving,Silver
Laia Palau Alts,F,36.0,181.0,69.0,21.06,Spain,2016,Summer,Spain,Basketball,Silver
Adiel Palma Lpez,M,33.0,190.0,77.0,21.33,Cuba,2004,Summer,Cuba,Baseball,Gold
Adiel Palma Lpez,M,37.0,190.0,77.0,21.33,Cuba,2008,Summer,Cuba,Baseball,Silver
Kirk Palmer,M,21.0,194.0,87.0,23.12,Australia,2008,Summer,Australia,Swimming,Bronze
Kylie Jayne Palmer,F,18.0,172.0,64.0,21.63,Australia,2008,Summer,Australia,Swimming,Gold
Kylie Jayne Palmer,F,22.0,172.0,64.0,21.63,Australia,2012,Summer,Australia,Swimming,Silver
Angelo Palombo,M,22.0,176.0,72.0,23.24,Italy,2004,Summer,Italy,Football,Bronze
Gregorio Paltrinieri,M,21.0,191.0,72.0,19.74,Italy,2016,Summer,Italy,Swimming,Gold
Pan Feihong,F,27.0,173.0,57.0,19.05,China,2016,Summer,China,Rowing,Bronze
Pan Fengzhen,F,23.0,176.0,64.0,20.66,China,2008,Summer,China,Hockey,Silver
Pang Jiaying,F,19.0,178.0,64.0,20.2,China,2004,Summer,China,Swimming,Silver
Pang Jiaying,F,23.0,178.0,64.0,20.2,China,2008,Summer,China,Swimming,Bronze
Pang Jiaying,F,23.0,178.0,64.0,20.2,China,2008,Summer,China,Swimming,Silver
Pang Jiaying,F,23.0,178.0,64.0,20.2,China,2008,Summer,China,Swimming,Bronze
Pang Qing,F,30.0,160.0,46.0,17.97,China,2010,Winter,China-2,Figure Skating,Silver
Pang Wei,M,22.0,178.0,77.0,24.3,China,2008,Summer,China,Shooting,Gold
Pang Wei,M,30.0,178.0,77.0,24.3,China,2016,Summer,China,Shooting,Bronze
Michelle Ann Panter,F,28.0,170.0,66.0,22.84,United Kingdom,2012,Summer,Great Britain,Hockey,Bronze
Yekaterina Andreyevna Pantyulina-Lisunova,F,26.0,175.0,64.0,20.9,Russia,2016,Summer,Russia,Water Polo,Bronze
Aleksandr Eduardovich Panzhinsky,M,20.0,184.0,78.0,23.04,Russia,2010,Winter,Russia,Cross Country Skiing,Silver
